Brand,Engine name,End_of_production,Price
Jaguar,2.5 i V6 24V (196 Hp) Automatic,2009,25498
Jaguar,2.5 i V6 24V (196 Hp),2009,13357
Jaguar,2.2 D (155 Hp),2009,25235
Jaguar,2.1 i V6 24V (156 Hp) Automatic,2009,27219
Jaguar,2.1 i V6 24V (156 Hp),2009,41016
Jaguar,2.0 TDi (130 Hp),2009,46467
Jaguar,2.0i (300 Hp) AWD Automatic,2024,42077
Jaguar,2.0i (250 Hp) AWD Automatic,2024,41828
Jaguar,2.0i (250 Hp) Automatic,2024,41859
Jaguar,2.0d (204 Hp) Mild Hybrid AWD Automatic,2024,36320
Jaguar,2.0d (204 Hp) Mild Hybrid Automatic,2024,35659
Jaguar,P300 (300 Hp) AWD Automatic,0,9688
Jaguar,P300 (300 Hp) Automatic,0,31144
Jaguar,P250 (250 Hp) AWD Automatic,0,8246
Jaguar,P250 (250 Hp) Automatic,0,23482
Jaguar,D180 (180 Hp) AWD Automatic,0,48514
Jaguar,D180 (180 Hp) Automatic,0,40147
Jaguar,SV Project 8 5.0 V8 (600 Hp) AWD Automatic,2017,35920
Jaguar,S 3.0 V6 (380 Hp) AWD Automatic,2018,42749
Jaguar,S 3.0 (380 Hp) Automatic,2018,42627
Jaguar,3.0 V6 (340 Hp) AWD Automatic,2017,30418
Jaguar,3.0 V6 (340 Hp) Automatic,2017,29993
Jaguar,2.0d (240 Hp) AWD Automatic,2018,11419
Jaguar,2.0d (180 Hp) AWD Automatic,2018,44514
Jaguar,2.0d (180 Hp) Automatic,2018,26068
Jaguar,2.0d (180 Hp),2018,26907
Jaguar,2.0d (163 Hp) Automatic,2018,25195
Jaguar,2.0d (163 Hp),2018,5887
Jaguar,2.0 (300 Hp) AWD Automatic,2018,40014
Jaguar,2.0 (300 Hp) Automatic,2018,38610
Jaguar,2.0 (250 Hp) AWD Automatic,2018,9893
Jaguar,2.0 (250 Hp) Automatic,2018,40855
Jaguar,2.0 (240 Hp) Automatic,2017,31152
Jaguar,2.0 (200 Hp) Automatic,2017,25600
Jaguar,2.0i (300 Hp) AWD Automatic,2024,42077
Jaguar,2.0i (250 Hp) Automatic,2024,41859
Jaguar,2.0d (204 Hp) Mild Hybrid AWD Automatic,2024,36320
Jaguar,2.0d (204 Hp) Mild Hybrid Automatic,2024,35659
Jaguar,2.0i (300 Hp) AWD Automatic,2024,42077
Jaguar,2.0i (250 Hp) AWD Automatic,2024,41828
Jaguar,2.0i (250 Hp) Automatic,2024,41859
Jaguar,2.0d (204 Hp) Mild Hybrid AWD Automatic,2024,36320
Jaguar,2.0d (204 Hp) Mild Hybrid Automatic,2024,35659
Jaguar,S 3.0 V6 (380 Hp) AWD Automatic,2018,42749
Jaguar,E-Performance 2.0d (163 Hp) Automatic,0,38629
Jaguar,E-Performance 2.0d (163 Hp),0,48823
Jaguar,30t (300 Hp) AWD Automatic,0,15097
Jaguar,30d V6 (300 Hp) Automatic,0,12691
Jaguar,3.0d V6 (300 Hp) Automatic,2018,46902
Jaguar,25t (250 Hp) Automatic,0,24641
Jaguar,25d (240 Hp) AWD Automatic,0,30241
Jaguar,20d (180 Hp) AWD Automatic,0,11103
Jaguar,20d (180 Hp) Automatic,0,38287
Jaguar,2.0d (240 Hp) AWD Automatic,2018,11419
Jaguar,2.0d (180 Hp) AWD Automatic,2018,44514
Jaguar,2.0d (180 Hp) Automatic,2018,26068
Jaguar,2.0d (163 Hp) Automatic,2018,25195
Jaguar,2.0d (163 Hp),2018,5887
Jaguar,2.0 (250 Hp) AWD Automatic,2018,9893
Jaguar,2.0 (250 Hp) Automatic,2018,40855
Jaguar,S 3.0 V6 (380 Hp) AWD Automatic,2018,42749
Jaguar,S 3.0 V6 (380 Hp) Automatic,2018,28922
Jaguar,E-Performance 2.0d (163 Hp) Automatic,0,38629
Jaguar,E-Performance 2.0d (163 Hp),0,48823
Jaguar,30t (300 Hp) AWD Automatic,0,15097
Jaguar,30d V6 (300 Hp) Automatic,0,12691
Jaguar,3.0d V6 (300 Hp) Automatic,2018,46902
Jaguar,3.0 V6 (340 Hp) AWD Automatic,2017,30418
Jaguar,3.0 V6 (340 Hp) Automatic,2017,29993
Jaguar,25t (250 Hp) Automatic,0,24641
Jaguar,25d (240 Hp) AWD Automatic,0,30241
Jaguar,20d (180 Hp) AWD Automatic,0,11103
Jaguar,20d (180 Hp) Automatic,0,38287
Jaguar,20d (180 Hp),0,8848
Jaguar,2.0d (240 Hp) AWD Automatic,2018,11419
Jaguar,2.0d (240 Hp) Automatic,2018,9935
Jaguar,2.0d (180 Hp) AWD Automatic,2018,44514
Jaguar,2.0d (180 Hp) Automatic,2018,26068
Jaguar,2.0d (180 Hp),2018,26907
Jaguar,2.0d (163 Hp) Automatic,2018,25195
Jaguar,2.0d (163 Hp),2018,5887
Jaguar,2.0 (300 Hp) AWD Automatic,2018,40014
Jaguar,2.0 (250 Hp) AWD Automatic,2018,9893
Jaguar,2.0 (250 Hp) Automatic,2018,40855
Jaguar,2.0 (200 Hp) Automatic,2018,45210
Jaguar,3.0d (275 Hp) Automatic,2015,24774
Jaguar,3.0d (240 Hp) Automatic,2015,7974
Jaguar,2.2d (200 Hp) Automatic,2015,29075
Jaguar,2.2d (163 Hp) Automatic,2015,41788
Jaguar,R-S 5.0 V8 (550 Hp) Automatic,2015,10264
Jaguar,R 5.0 V8 (510 Hp) Automatic,2015,15453
Jaguar,5.0 V8 (470 Hp) Automatic,2015,10431
Jaguar,5.0 V8 (385 Hp) Automatic,2012,44637
Jaguar,3.0d V6 (275 Hp) Automatic,2015,23759
Jaguar,3.0d V6 (240 Hp) Automatic,2015,27001
Jaguar,3.0 V6 (340 Hp) AWD Automatic,2015,10499
Jaguar,3.0 V6 (340 Hp) Automatic,2015,44260
Jaguar,3.0 V6 (238 Hp) Automatic,2015,24568
Jaguar,2.2d (200 Hp) Automatic,2015,29075
Jaguar,2.2d (190 Hp) Automatic,2012,7871
Jaguar,2.2d (163 Hp) Automatic,2015,41788
Jaguar,2.0 (240 Hp) Automatic,2015,45997
Jaguar,R 5.0 V8 (510 Hp) Automatic,2011,26983
Jaguar,5.0 V8 (470 Hp) Automatic,2011,10057
Jaguar,5.0 V8 (385 Hp) Automatic,2011,16557
Jaguar,4.2 V8 (416 Hp) Automatic,2009,21128
Jaguar,4.2 V8 (298 Hp) Automatic,2009,7095
Jaguar,S 3.0d V6 (275 Hp) Automatic,2011,38849
Jaguar,3.0d V6 (240 Hp) Automatic,2011,23604
Jaguar,3.0d V6 (211 Hp) Automatic,2011,33055
Jaguar,3.0 V6 (238 Hp) Automatic,2011,10272
Jaguar,2.7D (207 Hp) Automatic,2009,46145
Jaguar,R 5.0 V8 (575 Hp) Automatic,2018,22657
Jaguar,R 5.0 V8 (550 Hp) Automatic,2017,48154
Jaguar,5.0 V8 (510 Hp) Automatic,2018,36574
Jaguar,5.0 V8 (470 Hp) Automatic,2018,44257
Jaguar,3.0d V6 (300 Hp) Automatic,0,21985
Jaguar,3.0 V6 (340 Hp) AWD Automatic,2018,29318
Jaguar,3.0 V6 (340 Hp) Automatic,2018,44645
Jaguar,2.0 (240 Hp) Automatic,2018,27996
Jaguar,R 5.0 V8 (575 Hp) Automatic,2018,22657
Jaguar,R 5.0 V8 (550 Hp) Automatic,2017,48154
Jaguar,5.0 V8 (510 Hp) Automatic,2018,36574
Jaguar,5.0 V8 (470 Hp) Automatic,2018,44257
Jaguar,3.0d V6 (300 Hp) Automatic,0,21985
Jaguar,3.0 V6 (340 Hp) AWD Automatic,2018,29318
Jaguar,3.0 V6 (340 Hp) Automatic,2018,44645
Jaguar,2.0 (240 Hp) Automatic,2018,27996
Jaguar,5.0 V8 Supercharged (510 Hp) Automatic 8-speed,2013,38756
Jaguar,5.0 V8 Supercharged (510 Hp) Automatic 6-speed,2012,13576
Jaguar,5.0 V8 Supercharged (470 Hp) Automatic 6-speed,2012,46005
Jaguar,5.0 V8 (385 Hp) Automatic 8-speed,2013,36351
Jaguar,5.0 V8 (385 Hp) Automatic 6-speed,2012,13688
Jaguar,3.0d V6 (275 Hp) Automatic 8-speed,2015,11509
Jaguar,3.0d V6 (275 Hp) Automatic 6-speed,2012,29084
Jaguar,3.0 V6 Supercharged (340 Hp) AWD Automatic,2015,12171
Jaguar,3.0 V6 Supercharged (340 Hp) Automatic,2015,46313
Jaguar,2.0 (240 Hp) Automatic,2015,45997
Jaguar,R 5.0 V8 Supercharged (550 Hp) Automatic,2015,13927
Jaguar,5.0 V8 Supercharged (510 Hp) Automatic 6-speed,2012,13576
Jaguar,5.0 V8 Supercharged (470 Hp) Automatic 6-speed,2012,46005
Jaguar,5.0 V8 (385 Hp) Automatic 6-speed,2012,13688
Jaguar,3.0d V6 (275 Hp) Automatic 8-speed,2015,11509
Jaguar,3.0d V6 (275 Hp) Automatic 6-speed,2012,29084
Jaguar,3.0 V6 Supercharged (340 Hp) AWD Automatic,2015,12171
Jaguar,3.0 V6 Supercharged (340 Hp) Automatic,2015,46313
Jaguar,2.0 (240 Hp) Automatic,2015,45997
Jaguar,4.2 V8 (298 Hp) Automatic,2009,7095
Jaguar,2.7 D V6 (207 Hp) Automatic,2009,29233
Jaguar,R 4.2 V8 (395 Hp) Automatic,2009,16492
Jaguar,4.2 V8 (298 Hp) Automatic,2009,7095
Jaguar,3.5 V8 (258 Hp) Automatic,2009,34880
Jaguar,3.0 V6 (238 Hp) Automatic,2009,15516
Jaguar,2.7 D V6 (207 Hp) Automatic,2009,29233
Jaguar,4.2 V8 32V L Super (400 Hp) Automatic,2006,38501
Jaguar,4.2 V8 32V (400 Hp) Automatic,2006,29213
Jaguar,4.2 V8 32V (300 Hp) Automatic,2006,10656
Jaguar,4.2 V8 32V L (298 Hp) Automatic,2006,17731
Jaguar,3.5 V8 32V (258 Hp) Automatic,2006,12294
Jaguar,3.0 V6 24V (238 Hp) Automatic,2006,12247
Jaguar,2.7D V6 32V (207 Hp) Automatic,2006,40321
Jaguar,R 4.0 V8 32V (363 Hp) Automatic,2003,14375
Jaguar,4.0 V8 32V Sovereign LBW (284 Hp) Automatic,2003,20323
Jaguar,4.0 V8 32V (284 Hp) Automatic,2003,46889
Jaguar,3.2 V8 32V (237 Hp) Automatic,2003,45241
Jaguar,R 4.0 24V Sport (320 Hp) Automatic,1997,43036
Jaguar,6.0 V12 Lang (311 Hp) Automatic,1997,22562
Jaguar,6.0 V12 Classic (311 Hp) Automatic,1997,10259
Jaguar,4.0 24V Sport (241 Hp),1997,10125
Jaguar,4.0 24V Classic Sovereign Lang (241 Hp) Automatic,1997,13684
Jaguar,4.0 24V Classic Sovereign (241 Hp) Automatic,1997,21040
Jaguar,3.2 24V Sport (211 Hp),1997,41469
Jaguar,3.2 24V Classic (211 Hp) Automatic,1997,31927
Jaguar,3.2 24V Classic (211 Hp),1997,37210
Jaguar,6.0 V12 (311 Hp),1994,11147
Jaguar,6 4.0 (222 Hp),1994,7811
Jaguar,6 3.6 (212 Hp),1989,34784
Jaguar,6 3.6 (197 Hp),1989,19068
Jaguar,6 3.6 (185 Hp),1989,13917
Jaguar,6 3.2 24V (199 Hp),1994,12819
Jaguar,6 2.9 (167 Hp),1990,19926
Jaguar,6 2.9 (159 Hp),1990,48579
Jaguar,6 2.9 (147 Hp),1990,13683
Jaguar,Sovereign V12 (268 Hp),1992,7872
Jaguar,Sovereign V12 (264 Hp),1992,15037
Jaguar,6 4.2 (205 Hp),1987,42478
Jaguar,6 4.2 (186 Hp),1975,30167
Jaguar,6 4.2 (181 Hp),1986,30682
Jaguar,6 4.2 (177 Hp),1986,9914
Jaguar,6 4.2 (173 Hp),1979,32123
Jaguar,6 4.2 (169 Hp),1979,21590
Jaguar,6 3.4 (162 Hp),1986,49573
Jaguar,6 2.8 (149 Hp),1973,35410
Jaguar,12 H.E. (295 Hp),1992,36610
Jaguar,12 5.3 (287 Hp),1982,31776
Jaguar,12 5.3 (287 Hp),1982,31776
Jaguar,12 5.3 (269 Hp),1973,28751
Jaguar,12 5.3 (254 Hp),1989,14880
Jaguar,12 5.3 (253 Hp),1976,21432
Jaguar,3.5 BiTurbo V6 (542 Hp),1994,26973
Jaguar,6.0 (318 Hp),1994,25855
Jaguar,6.0 (302 Hp),1996,30199
Jaguar,5.3 HE V12 (295 Hp),1987,47655
Jaguar,5.3 HE V12 (264 Hp),1989,36046
Jaguar,5.3 (289 Hp),1981,29518
Jaguar,5.3 (287 Hp),1992,46641
Jaguar,5.3 (284 Hp),1994,18997
Jaguar,5.3 (275 Hp),1991,6257
Jaguar,5.3 (268 Hp),1989,17475
Jaguar,4.0 (233 Hp) Automatic,1996,39703
Jaguar,4.0 (233 Hp),1996,9029
Jaguar,4.0 (226 Hp),1994,44522
Jaguar,4.0 (222 Hp),1994,19176
Jaguar,3.6 (220 Hp),1988,23163
Jaguar,3.6 (212 Hp),1989,35532
Jaguar,3.6 (199 Hp),1991,22082
Jaguar,3.6 (185 Hp),1992,33214
Jaguar,6.0 (318 Hp),1994,25855
Jaguar,6.0 (302 Hp),1996,30199
Jaguar,5.3 HE V12 (295 Hp),1990,10035
Jaguar,5.3 HE V12 (264 Hp),1992,20620
Jaguar,5.3 (287 Hp),1992,46641
Jaguar,5.3 (284 Hp),1994,18997
Jaguar,5.3 (275 Hp),1991,6257
Jaguar,5.3 (268 Hp),1988,44531
Jaguar,4.0 (233 Hp) Automatic,1996,39703
Jaguar,4.0 (233 Hp),1996,9029
Jaguar,4.0 (226 Hp),1994,44522
Jaguar,4.0 (222 Hp),1994,19176
Jaguar,3.6 (220 Hp),1988,23163
Jaguar,3.6 (212 Hp),1991,36034
Jaguar,3.6 (185 Hp),1991,36702
Jaguar,R-S 5.0 V8 (550 Hp) Automatic,2014,10798
Jaguar,R 5.0 V8 (510 Hp) Automatic,2014,7641
Jaguar,5.0 V8 (385 Hp) Automatic,2014,15004
Jaguar,R-S 5.0 V8 (550 Hp) Automatic,2014,10798
Jaguar,R 5.0 V8 (510 Hp) Automatic,2014,7641
Jaguar,5.0 V8 (385 Hp) Automatic,2014,15004
Jaguar,R 5.0 V8 (510 Hp) Automatic,2011,26983
Jaguar,5.0 V8 (385 Hp) Automatic,2011,16557
Jaguar,R 5.0 V8 (510 Hp) Automatic,2011,26983
Jaguar,5.0 V8 (385 Hp) Automatic,2011,16557
Jaguar,R 4.2 V8 (416 Hp) Automatic,2009,24117
Jaguar,4.2 V8 (298 Hp) Automatic,2009,7095
Jaguar,R 4.2 V8 (416 Hp) Automatic,2009,24117
Jaguar,4.2 V8 (298 Hp) Automatic,2009,7095
Jaguar,R 4.2 V8 (395 Hp) Automatic,2005,13526
Jaguar,R 4.0 V8 (363 Hp) Automatic,2002,27873
Jaguar,4.2 V8 (298 Hp) Automatic,2005,7358
Jaguar,4.0 V8 (284 Hp) Automatic,2002,31381
Jaguar,R 4.2 V8 (395 Hp) Automatic,2005,13526
Jaguar,R 4.0 V8 (363 Hp) Automatic,2002,27873
Jaguar,4.2 V8 (298 Hp) Automatic,2005,7358
Jaguar,4.0 V8 (284 Hp) Automatic,2002,31381
Jeep,3.2 V6 (271 Hp) Automatic,0,21563
Jeep,3.2 V6 (271 Hp) 4WD Automatic,0,41163
Jeep,2.4 (180 Hp) Automatic,0,29623
Jeep,2.4 (180 Hp) 4WD Automatic,0,48739
Jeep,2.2 MultiJet II (195 Hp) AWD Automatic,0,5176
Jeep,2.2 MultiJet II (195 Hp) Automatic,0,41324
Jeep,2.0 (272 Hp) Automatic,0,13744
Jeep,2.0 (272 Hp) 4WD Automatic,0,10616
Jeep,3.2 V6 (272 Hp) 4WD LOCK Automatic Stop-Start,2017,12968
Jeep,3.2 V6 (272 Hp) 4WD Automatic Stop-Start,2017,42111
Jeep,2.4 MultiAir2 TIGERSHARK (177 Hp) Automatic,2017,22433
Jeep,2.4 MultiAir2 TIGERSHARK (177 Hp) 4WD LOCK Automatic,2017,29609
Jeep,2.4 MultiAir2 TIGERSHARK (177 Hp) 4WD Automatic,2017,31100
Jeep,2.2 MultiJet TD (200 Hp) 4WD Automatic,2017,8648
Jeep,2.2 MultiJet II TD (200 Hp) 4WD Automatic,2017,46174
Jeep,2.2 MultiJet TD (185 Hp) 4WD Automatic,2017,48761
Jeep,2.0 (170 Hp) 4WD Automatic,2017,18128
Jeep,2.0 (140 Hp) 4WD,2017,36321
Jeep,2.0 (140 Hp),2017,48783
Jeep,3.7 V6 (205 Hp),2012,5567
Jeep,2.8 CRD (177 Hp),2012,8525
Jeep,3.7 i V6 (210 Hp) Automatic,2008,38754
Jeep,3.7 i V6 (210 Hp),2008,33614
Jeep,2.8 TD (150 Hp),2008,5194
Jeep,2.8 CRDi (163 Hp) Automatic,2008,48340
Jeep,2.8 CRDi (163 Hp),2008,49607
Jeep,2.5 CRD (143 Hp),2008,18295
Jeep,2.4i 16V (147 Hp) AWD,2005,12364
Jeep,4.0 i (184 Hp),1996,5155
Jeep,4.0 i (178 Hp),2000,24678
Jeep,2.5 i SE (130 Hp) Automatic,1995,34434
Jeep,2.5 i SE (130 Hp),1995,26822
Jeep,2.5 i Jamboree (122 Hp),1995,16139
Jeep,2.5 i (118 Hp),2001,27795
Jeep,2.1 TD (86 Hp),1995,5227
Jeep,4.0 i Sport 4WD (192 Hp),2001,19789
Jeep,4.0 i Sport (192 Hp) Automatic,2001,34412
Jeep,4.0 i Sport (192 Hp),2001,31563
Jeep,4.0 i Country (190 Hp) Automatic,1999,10244
Jeep,4.0 i Country (190 Hp),1999,32558
Jeep,4.0 i (190 Hp) 4WD Automatic,1998,36570
Jeep,4.0 i (190 Hp) 4WD,1998,23631
Jeep,4.0 i (184 Hp) Automatic,1996,41237
Jeep,2.5 TD (115 Hp),2001,7524
Jeep,2.5 i SE 4WD (127 Hp),2001,44514
Jeep,2.5 i SE (127 Hp),2001,28037
Jeep,5.9 V8 (175 Hp) 4WD Automatic,1983,43744
Jeep,5.9 V8 (153 Hp) 4WD Automatic,1983,19030
Jeep,Chief-17 5.9 V8 (153 Hp) 4WD Automatic,1983,47673
Jeep,Chief 5.9 V8 (182 Hp) 4WD Automatic,1978,32449
Jeep,5.9 V8 (140 Hp) 4WD Automatic,1978,24717
Jeep,5.9 V8 (133 Hp) 4WD Automatic,1979,10019
Jeep,4.2 (103 Hp) 4WD,1978,34094
Jeep,3.8 (100 Hp),1978,16140
Jeep,2.5 (82 Hp),1983,20608
Jeep,5.0 (121 Hp),1981,40503
Jeep,4.2 (103 Hp),1987,16560
Jeep,3.8 (100 Hp),1978,16140
Jeep,3.7 (150 Hp),1971,24345
Jeep,2.5 (88 Hp),1983,38199
Jeep,2.5 (106 Hp),1987,29108
Jeep,2.4 D (60 Hp),1987,21415
Jeep,2.1 D (60 Hp),1987,41174
Jeep,2.0 (85 Hp),1987,47987
Jeep,5.7 i V8 Limited (334 Hp) 4WD Automatic,2010,26747
Jeep,5.7 i V8 Hemi Limited (326 Hp) 4WD Automatic,2010,44056
Jeep,4.7 i V8 Limited (231 Hp) 4WD Automatic,2010,46799
Jeep,4.7 i V8 (231 Hp) 4WD Automatic,2010,5405
Jeep,3.7 i V6 (213 Hp) Automatic,2010,20311
Jeep,3.7 i V6 (213 Hp) 4WD Automatic,2010,48142
Jeep,3.0 V6 CRD (218 Hp) 4WD Automatic,2010,27753
Jeep,2.4 MultiAir (177 Hp) Automatic,0,20913
Jeep,2.4 MultiAir (177 Hp) 4x4 Automatic,0,9746
Jeep,1.6 Multijet (130 Hp),0,42727
Jeep,1.5 GSE (130 Hp) e-Hybrid DCT,0,39535
Jeep,1.3 GSE T4 (240 Hp) Plug-in Hybrid 4xe Automatic,0,48136
Jeep,1.3 GSE T4 (150 Hp) DCT,0,29607
Jeep,1.3 GSE T4 (190 Hp) Plug-in Hybrid 4xe Automatic,0,16935
Jeep,1.3 GSE T4 (130 Hp),0,35748
Jeep,Trailhawk 2.0 Multijet (170 Hp) 4x4 Automatic,0,38629
Jeep,Trailhawk 2.0 Multijet (170 Hp) 4x4 Automatic,0,38629
Jeep,2.4 MultiAir (180 Hp) Automatic,0,8027
Jeep,2.4 MultiAir (180 Hp) 4x4 Automatic,0,31310
Jeep,2.4 MultiAir (180 Hp) 4x4,0,49792
Jeep,2.4 MultiAir (180 Hp),0,37458
Jeep,2.0 Multijet (170 Hp) 4x4 Automatic,0,20234
Jeep,2.0 Multijet (170 Hp) 4x4 Automatic,0,20234
Jeep,2.0 Multijet (140 Hp) 4x4 Automatic,0,22310
Jeep,2.0 Multijet (140 Hp) 4x4 Automatic,0,22310
Jeep,2.0 Multijet (140 Hp) 4x4,0,17600
Jeep,2.0 Multijet (140 Hp) 4x4,0,17600
Jeep,1.6 Multijet (120 Hp),0,20024
Jeep,1.6 Multijet (120 Hp),0,20024
Jeep,1.4 MultiAir (170 Hp) 4x4 Automatic,0,15422
Jeep,1.4 MultiAir (140 Hp),0,14172
Jeep,1.3 GSE T4 (150 Hp) DCT,0,29607
Jeep,1.3 GSE T4 (130 Hp),0,35748
Jeep,1.3 (240 Hp) Plug-in Hybrid 4xe Automatic,0,34361
Jeep,1.3 (190 Hp) Plug-in Hybrid 4xe Automatic,0,43313
Jeep,2.4 (172 Hp) Automatic,2016,17502
Jeep,2.4 (172 Hp) 4x4,2016,38542
Jeep,2.4 (172 Hp),2016,11265
Jeep,2.4 (170 Hp) 4x4 CVT,2013,43211
Jeep,2.4 (170 Hp) 4x4 Automatic,2016,22724
Jeep,2.4 (170 Hp) 4x4,2013,10423
Jeep,2.2 CRD (163 Hp) 4x4,2015,27196
Jeep,2.2 CRD (136 Hp),2015,29162
Jeep,2.0 (158 Hp) CVT,2013,49668
Jeep,2.0 (158 Hp) Automatic,2016,15181
Jeep,2.0 (156 Hp),2015,14767
Jeep,2.4 (170 Hp) CVT 4x4,2010,25428
Jeep,2.4 (170 Hp) 4x4,2010,35415
Jeep,2.0 CRD (140 Hp) 4x4,2010,8755
Jeep,2.0 (158 Hp) CVT2,2010,44386
Jeep,3.6 Pentastar V6 (285 Hp) 4WD Automatic,2023,18282
Jeep,3.6 Pentastar V6 (285 Hp) 4WD,2023,45258
Jeep,3.0 Multijet V6 (264 Hp) 4WD Automatic,2023,32383
Jeep,5.7 V8 (364 Hp) 4x4 Torqueflite,2023,40392
Jeep,5.7 V8 (364 Hp) 4x4 TorqueFlite,0,5892
Jeep,Trackhawk 6.2 V8 (710 Hp) 4x4 Automatic,2021,15396
Jeep,Trackhawk 6.2 V8 (707 Hp) 4x4 Automatic,2021,47588
Jeep,SRT 6.4 V8 (475 Hp) 4x4 Automatic,2021,9049
Jeep,SRT 6.4 V8 (468 Hp) 4x4 Automatic,2021,39708
Jeep,5.7 V8 (360 Hp) 4x4 Automatic,2021,18253
Jeep,5.7 V8 (352 Hp) 4x4 Automatic,2018,26237
Jeep,3.6 V6 (295 Hp) Automatic,2022,21198
Jeep,3.6 V6 (295 Hp) 4x4 Automatic,2022,45670
Jeep,3.6 V6 (290 Hp) 4x4 Automatic,2018,41397
Jeep,3.0 V6 MultiJet (250 Hp) 4x4 Automatic,2021,25317
Jeep,3.0 V6 EcoDiesel (240 Hp) Automatic,2019,11106
Jeep,3.0 V6 EcoDiesel (240 Hp) 4x4 Automatic,2019,48425
Jeep,3.0 V6 MultiJet (190 Hp) 4x4 Automatic,2019,32065
Jeep,SRT8 6.4 V8 (468 Hp) 4x4 Automatic,2017,6655
Jeep,SRT 6.4 V8 (481 Hp) 4x4 Automatic,2017,36298
Jeep,SRT 6.4 V8 (476 Hp) 4x4 Automatic,2016,39973
Jeep,5.7 V8 (364 Hp) Automatic,2017,44746
Jeep,5.7 V8 (364 Hp) 4x4 Automatic,2017,15219
Jeep,5.7 V8 (352 Hp) 4x4 Automatic,2017,39110
Jeep,3.6 V6 (299 Hp) Automatic,2017,45353
Jeep,3.6 V6 (299 Hp) 4x4 Automatic,2017,17829
Jeep,3.6 V6 (294 Hp) Automatic,2016,36857
Jeep,3.6 V6 (294 Hp) 4x4 Automatic,2017,6586
Jeep,3.6 V6 (286 Hp) 4x4 Automatic,2017,23212
Jeep,3.0 EcoDiesel (243 Hp) Automatic,2017,37996
Jeep,3.0 EcoDiesel (243 Hp) 4x4 Automatic,2017,34002
Jeep,3.0 CRD (250 Hp) 4x4 Automatic,2017,9578
Jeep,3.0 CRD (190 Hp) 4x4 Automatic,2017,37587
Jeep,SRT8 6.4 V8 (477 Hp) 4x4 Automatic,2013,27301
Jeep,SRT8 6.4 V8 (472 Hp) 4x4 Automatic,2013,30782
Jeep,5.7 V8 (364 Hp) 4x4 Automatic,2013,8929
Jeep,5.7 V8 (360 Hp) Automatic,2013,34238
Jeep,5.7 V8 (352 Hp) 4x4 Automatic,2013,21389
Jeep,3.6 V6 (294 Hp) Automatic,2013,29691
Jeep,3.6 V6 (294 Hp) 4x4 Automatic,2013,16771
Jeep,3.6 V6 (286 Hp) 4x4 Automatic,2013,6716
Jeep,3.0 CRD (241 Hp) 4x4 Automatic,2013,6680
Jeep,3.0 CRD (190 Hp) 4x4 Automatic,2013,44503
Jeep,SRT8 6.1i V8 (426 Hp) 4x4 Automatic,2010,28030
Jeep,5.7i V8 (362 Hp) Automatic,2010,28795
Jeep,5.7i V8 (362 Hp) 4x4 Automatic,2010,48439
Jeep,5.7i V8 (352 Hp) 4x4 Automatic,2010,23024
Jeep,5.7i V8 (335 Hp) Automatic,2008,16917
Jeep,5.7i V8 (335 Hp) 4x4 Automatic,2008,42105
Jeep,5.7i V8 (326 Hp) 4x4 Automatic,2008,11097
Jeep,4.7i V8 (309 Hp) Automatic,2009,22277
Jeep,4.7i V8 (309 Hp) 4x4 Automatic,2010,22083
Jeep,4.7i V8 (238 Hp) Automatic,2007,45951
Jeep,4.7i V8 (238 Hp) 4x4 Automatic,2007,44080
Jeep,4.7i V8 (231 Hp) 4x4 Automatic,2010,46600
Jeep,3.7i V6 (214 Hp) Automatic,2010,5225
Jeep,3.7i V6 (214 Hp) 4x4 Automatic,2010,36156
Jeep,3.7i V6 (201 Hp) 4x4 Automatic,2010,41411
Jeep,3.0 CRD (218 Hp) Automatic,2009,35872
Jeep,3.0 CRD (218 Hp) 4x4 Automatic,2010,10177
Jeep,4.7 HO V8 (265 Hp) Automatic,2004,20238
Jeep,4.7 HO V8 (265 Hp) 4x4 Automatic,2004,31745
Jeep,4.7 HO V8 (258 Hp) 4x4 Automatic,2004,39086
Jeep,4.7 V8 (235 Hp) Automatic,2004,39765
Jeep,4.7 V8 (235 Hp) 4x4 Automatic,2004,39134
Jeep,4.7 V8 (227 Hp) 4x4 Automatic,2004,36440
Jeep,4.0 (195 Hp) Automatic,2004,13998
Jeep,4.0 (195 Hp) 4x4 Automatic,2004,45134
Jeep,2.7 CRD (163 Hp) 4x4 Automatic,2004,46805
Jeep,4.7 HO V8 (265 Hp) Automatic,2003,33532
Jeep,4.7 HO V8 (265 Hp) 4x4 Automatic,2003,37011
Jeep,4.7 HO V8 (258 Hp) 4x4 Automatic,2003,32805
Jeep,4.7 V8 (235 Hp) Automatic,2003,38280
Jeep,4.7 V8 (235 Hp) Automatic,2001,17121
Jeep,4.7 V8 (235 Hp) 4x4 Automatic,2003,5523
Jeep,4.7 V8 (235 Hp) 4x4 Automatic,2001,6476
Jeep,4.7 V8 (223 Hp) 4x4 Automatic,2003,40076
Jeep,4.7 V8 (220 Hp) 4x4 Automatic,2001,45759
Jeep,4.0 (195 Hp) Automatic,2003,46126
Jeep,4.0 (195 Hp) 4x4 Automatic,2003,32348
Jeep,4.0 (190 Hp) 4x4 Automatic,2003,29084
Jeep,3.1 TD (140 Hp) 4x4 Automatic,2001,48174
Jeep,2.7 CRD (163 Hp) 4x4 Automatic,2003,44234
Jeep,5.9i V8 (249 Hp) 4x4 Automatic,1998,30298
